userId,movieId,rating,timestamp
1,42,3.0,964982703
1,155,3.0,964982703
1,26,3.0,964982703
1,220,2.0,964982703
1,80,4.0,964982703
1,170,3.5,964982703
1,22,2.5,964982703
1,146,1.5,964982703
1,117,5.0,964982703
1,47,1.0,964982703
1,120,2.5,964982703
1,134,1.0,964982703
1,189,3.5,964982703
1,114,2.5,964982703
1,182,3.0,964982703
1,119,3.0,964982703
1,164,5.0,964982703
1,64,1.0,964982703
1,131,1.5,964982703
1,101,3.5,964982703
1,52,3.0,964982703
1,92,4.0,964982703
1,13,2.0,964982703
1,165,2.0,964982703
1,206,1.5,964982703
1,130,2.0,964982703
1,204,1.0,964982703
1,195,3.0,964982703
1,161,3.0,964982703
1,69,4.0,964982703
1,100,2.5,964982703
1,179,2.0,964982703
1,140,1.0,964982703
1,5,4.5,964982703
1,138,2.0,964982703
1,121,1.5,964982703
1,31,2.5,964982703
2,137,2.0,964982703
2,86,2.0,964982703
2,41,1.0,964982703
2,208,3.5,964982703
2,7,4.5,964982703
2,180,2.0,964982703
2,191,3.0,964982703
2,223,1.0,964982703
2,119,4.0,964982703
2,89,1.0,964982703
2,148,5.0,964982703
2,79,4.5,964982703
2,50,4.0,964982703
2,141,4.0,964982703
2,122,3.0,964982703
2,175,3.0,964982703
2,29,3.0,964982703
2,159,1.0,964982703
2,105,4.5,964982703
2,49,1.0,964982703
2,6,2.5,964982703
2,43,5.0,964982703
2,33,5.0,964982703
2,74,3.0,964982703
2,222,2.5,964982703
2,44,2.0,964982703
3,78,4.0,964982703
3,150,3.5,964982703
3,133,3.5,964982703
3,195,1.5,964982703
3,80,3.5,964982703
3,217,2.5,964982703
3,39,2.0,964982703
3,96,1.5,964982703
3,23,1.0,964982703
3,224,3.0,964982703
3,19,1.5,964982703
3,136,1.5,964982703
3,93,4.0,964982703
3,221,4.5,964982703
3,175,4.5,964982703
3,95,2.5,964982703
3,62,1.0,964982703
3,198,4.0,964982703
3,168,1.0,964982703
3,40,2.5,964982703
3,148,4.5,964982703
3,209,1.5,964982703
3,156,3.5,964982703
3,85,3.5,964982703
3,1,5.0,964982703
3,191,3.0,964982703
3,76,2.5,964982703
3,225,3.0,964982703
4,5,2.0,964982703
4,44,4.5,964982703
4,14,1.0,964982703
4,74,1.5,964982703
4,184,4.0,964982703
4,80,2.5,964982703
4,28,4.5,964982703
4,8,2.0,964982703
4,52,3.5,964982703
4,218,5.0,964982703
4,83,1.0,964982703
4,19,1.0,964982703
4,35,4.5,964982703
4,97,2.0,964982703
4,65,3.0,964982703
4,135,1.0,964982703
4,193,3.0,964982703
4,12,3.5,964982703
4,140,4.5,964982703
4,33,2.0,964982703
4,92,2.0,964982703
4,75,5.0,964982703
4,123,2.5,964982703
4,20,2.5,964982703
4,174,4.0,964982703
4,43,1.5,964982703
4,179,4.5,964982703
4,79,3.5,964982703
4,29,2.0,964982703
4,192,5.0,964982703
4,189,3.0,964982703
4,72,4.5,964982703
4,64,4.0,964982703
4,130,4.5,964982703
4,45,4.0,964982703
4,6,2.0,964982703
4,158,1.5,964982703
5,176,5.0,964982703
5,55,1.0,964982703
5,220,3.5,964982703
5,166,3.5,964982703
5,164,3.0,964982703
5,146,3.0,964982703
5,152,1.0,964982703
5,186,3.0,964982703
5,37,1.5,964982703
5,219,4.0,964982703
5,110,2.0,964982703
5,115,2.5,964982703
5,99,2.0,964982703
5,92,2.0,964982703
5,212,2.5,964982703
5,198,3.0,964982703
5,121,1.0,964982703
5,181,2.5,964982703
5,150,4.5,964982703
5,86,4.0,964982703
5,209,5.0,964982703
5,31,3.0,964982703
5,90,2.5,964982703
5,160,4.5,964982703
5,206,5.0,964982703
6,136,1.0,964982703
6,1,1.5,964982703
6,153,1.5,964982703
6,186,2.0,964982703
6,100,4.0,964982703
6,192,1.5,964982703
6,24,1.0,964982703
6,111,3.5,964982703
6,14,5.0,964982703
6,168,2.0,964982703
6,149,3.5,964982703
6,42,2.0,964982703
6,91,1.0,964982703
6,68,3.0,964982703
6,92,2.5,964982703
6,154,4.0,964982703
6,144,3.5,964982703
6,12,4.0,964982703
6,44,3.0,964982703
6,202,2.5,964982703
6,10,4.0,964982703
6,63,4.0,964982703
6,21,3.5,964982703
6,70,4.5,964982703
6,23,2.5,964982703
6,204,3.0,964982703
6,130,2.5,964982703
6,188,1.0,964982703
6,82,4.5,964982703
6,38,1.0,964982703
6,213,3.0,964982703
6,161,3.5,964982703
6,221,3.5,964982703
6,101,3.0,964982703
6,99,2.0,964982703
6,207,3.0,964982703
6,125,4.5,964982703
6,208,1.5,964982703
6,173,3.5,964982703
6,37,5.0,964982703
6,50,4.5,964982703
6,84,4.5,964982703
6,121,4.5,964982703
6,114,4.0,964982703
6,95,4.5,964982703
6,34,3.5,964982703
6,102,1.5,964982703
6,187,1.5,964982703
6,9,4.5,964982703
6,77,1.0,964982703
6,2,3.5,964982703
6,219,3.5,964982703
6,90,2.5,964982703
6,27,2.0,964982703
7,156,4.5,964982703
7,38,1.0,964982703
7,199,4.0,964982703
7,63,4.0,964982703
7,69,1.0,964982703
7,192,5.0,964982703
7,78,4.5,964982703
7,117,2.5,964982703
7,202,3.0,964982703
7,123,1.5,964982703
7,33,5.0,964982703
7,76,3.5,964982703
7,9,2.0,964982703
7,92,4.0,964982703
7,201,5.0,964982703
7,103,2.0,964982703
7,1,1.5,964982703
7,126,4.0,964982703
7,106,4.0,964982703
7,82,2.5,964982703
7,222,5.0,964982703
7,97,4.5,964982703
7,226,1.0,964982703
7,98,1.0,964982703
7,6,3.0,964982703
7,5,3.5,964982703
7,164,2.0,964982703
7,195,5.0,964982703
7,151,3.5,964982703
7,145,2.5,964982703
7,41,4.0,964982703
7,2,4.5,964982703
7,47,5.0,964982703
7,107,3.5,964982703
7,24,3.5,964982703
7,18,4.5,964982703
7,31,3.0,964982703
7,161,2.0,964982703
7,116,2.0,964982703
7,122,3.5,964982703
7,184,1.5,964982703
7,101,3.5,964982703
7,67,3.5,964982703
7,130,4.5,964982703
7,124,4.0,964982703
7,175,4.5,964982703
7,39,5.0,964982703
7,191,3.5,964982703
7,176,2.0,964982703
7,77,2.0,964982703
7,213,1.0,964982703
7,105,3.0,964982703
7,121,2.5,964982703
7,60,5.0,964982703
8,101,4.0,964982703
8,18,3.0,964982703
8,51,3.0,964982703
8,131,4.0,964982703
8,69,3.0,964982703
8,217,4.5,964982703
8,70,3.5,964982703
8,124,3.0,964982703
8,198,5.0,964982703
8,110,1.5,964982703
8,92,1.0,964982703
8,219,4.5,964982703
8,144,2.0,964982703
8,29,4.0,964982703
8,46,4.5,964982703
8,7,3.5,964982703
8,97,5.0,964982703
8,93,4.0,964982703
8,91,3.0,964982703
8,11,4.5,964982703
8,126,1.5,964982703
8,125,4.0,964982703
8,120,2.5,964982703
8,117,5.0,964982703
8,122,1.0,964982703
8,142,4.0,964982703
8,222,3.5,964982703
8,165,4.5,964982703
8,118,3.0,964982703
8,78,1.0,964982703
8,105,1.0,964982703
8,175,5.0,964982703
8,61,3.5,964982703
8,33,3.0,964982703
8,39,1.0,964982703
8,22,3.5,964982703
8,62,3.5,964982703
8,162,2.0,964982703
8,21,4.5,964982703
8,3,1.0,964982703
8,186,1.0,964982703
8,188,3.5,964982703
8,77,1.0,964982703
8,183,3.5,964982703
8,163,1.0,964982703
8,216,3.5,964982703
8,215,2.0,964982703
8,197,4.5,964982703
8,71,3.5,964982703
8,50,1.0,964982703
9,183,3.0,964982703
9,140,4.0,964982703
9,79,2.5,964982703
9,1,2.5,964982703
9,209,5.0,964982703
9,219,3.5,964982703
9,52,2.5,964982703
9,178,1.5,964982703
9,203,3.5,964982703
9,97,1.5,964982703
9,211,3.0,964982703
9,213,3.5,964982703
9,89,2.5,964982703
9,34,2.0,964982703
9,36,4.0,964982703
9,190,1.5,964982703
9,92,3.5,964982703
9,179,2.5,964982703
9,75,3.5,964982703
9,56,2.5,964982703
9,38,2.5,964982703
9,191,2.5,964982703
9,111,5.0,964982703
9,55,4.0,964982703
9,137,2.0,964982703
9,37,2.0,964982703
9,153,3.5,964982703
9,170,3.5,964982703
9,157,2.5,964982703
9,33,5.0,964982703
9,29,2.5,964982703
9,189,5.0,964982703
9,116,2.5,964982703
9,105,1.5,964982703
9,46,1.5,964982703
9,85,3.0,964982703
9,154,2.5,964982703
9,131,4.0,964982703
9,166,3.0,964982703
9,27,3.5,964982703
10,74,2.0,964982703
10,164,1.0,964982703
10,109,2.0,964982703
10,82,2.0,964982703
10,156,3.0,964982703
10,26,2.5,964982703
10,55,2.5,964982703
10,127,5.0,964982703
10,117,4.0,964982703
10,141,2.5,964982703
10,183,2.0,964982703
10,170,3.5,964982703
10,3,2.0,964982703
11,70,1.0,964982703
11,66,2.5,964982703
11,62,1.5,964982703
11,202,2.5,964982703
11,210,1.0,964982703
11,199,1.5,964982703
11,178,4.5,964982703
11,3,3.5,964982703
11,169,1.5,964982703
11,157,3.5,964982703
11,15,5.0,964982703
11,21,4.0,964982703
11,136,5.0,964982703
11,147,3.0,964982703
11,208,4.0,964982703
11,133,4.0,964982703
11,148,2.0,964982703
11,139,4.0,964982703
11,56,1.0,964982703
11,9,5.0,964982703
11,192,3.5,964982703
11,94,3.0,964982703
11,127,4.0,964982703
11,69,3.0,964982703
11,104,3.0,964982703
11,55,4.0,964982703
11,100,4.0,964982703
11,25,2.0,964982703
11,180,2.0,964982703
11,197,2.0,964982703
11,5,3.5,964982703
11,186,3.5,964982703
11,161,2.0,964982703
11,203,2.0,964982703
11,132,4.5,964982703
11,63,4.5,964982703
11,6,4.0,964982703
11,40,2.5,964982703
11,222,2.5,964982703
11,101,2.0,964982703
11,84,3.0,964982703
11,221,2.0,964982703
11,58,4.5,964982703
11,83,4.0,964982703
11,76,2.0,964982703
11,95,5.0,964982703
11,196,3.0,964982703
12,32,2.5,964982703
12,73,4.5,964982703
12,178,5.0,964982703
12,116,5.0,964982703
12,5,2.5,964982703
12,27,1.0,964982703
12,61,2.0,964982703
12,74,5.0,964982703
12,4,2.5,964982703
12,226,3.0,964982703
12,83,4.0,964982703
12,122,3.0,964982703
12,158,2.5,964982703
12,62,1.5,964982703
12,103,1.5,964982703
12,84,2.5,964982703
13,200,2.5,964982703
13,208,3.5,964982703
13,196,3.5,964982703
13,19,3.5,964982703
13,97,1.5,964982703
13,206,4.0,964982703
13,148,3.5,964982703
13,156,1.0,964982703
13,45,1.5,964982703
13,197,4.0,964982703
13,218,1.0,964982703
13,137,1.0,964982703
13,39,1.0,964982703
13,57,4.5,964982703
13,98,2.5,964982703
13,116,2.5,964982703
13,53,1.5,964982703
13,135,1.0,964982703
13,145,5.0,964982703
13,77,4.0,964982703
13,123,2.5,964982703
13,108,3.5,964982703
13,4,1.5,964982703
13,43,4.0,964982703
13,76,1.5,964982703
13,65,4.5,964982703
13,136,4.5,964982703
13,66,1.0,964982703
13,215,4.5,964982703
13,223,1.5,964982703
13,139,3.5,964982703
13,220,1.0,964982703
13,16,3.0,964982703
13,22,4.0,964982703
13,186,1.0,964982703
13,187,1.5,964982703
13,160,4.0,964982703
13,219,3.5,964982703
13,180,2.0,964982703
13,46,1.5,964982703
13,161,2.5,964982703
13,132,2.0,964982703
13,2,4.0,964982703
13,205,4.5,964982703
13,173,1.5,964982703
13,55,4.0,964982703
13,38,4.5,964982703
13,25,3.5,964982703
13,79,3.5,964982703
13,129,1.0,964982703
13,166,2.5,964982703
14,48,5.0,964982703
14,19,3.0,964982703
14,102,4.0,964982703
14,89,2.0,964982703
14,12,2.5,964982703
14,196,5.0,964982703
14,195,1.0,964982703
14,103,1.5,964982703
14,180,3.0,964982703
14,39,2.0,964982703
14,165,1.5,964982703
14,68,1.0,964982703
14,209,2.0,964982703
14,5,1.0,964982703
14,193,1.0,964982703
14,206,1.0,964982703
14,172,4.5,964982703
14,226,2.0,964982703
14,75,1.0,964982703
14,53,4.0,964982703
14,130,2.0,964982703
14,111,4.5,964982703
14,94,2.5,964982703
14,95,2.5,964982703
14,73,3.0,964982703
14,8,3.5,964982703
14,143,4.0,964982703
14,18,2.5,964982703
14,153,4.5,964982703
